# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-08-14
#
# GRDC-No.:              6342935
# River:                 PARTNACH
# Station:               PARTENKIRCHEN
# Country:               --
# Latitude (DD):       47.48
# Longitude (DD):      11.12
# Catchment area (km²):      
# Altitude (m ASL):        730.06
# Next downstream station:      -
# Remarks:               AdaptAlp-ID: DE052 / EWA-ID: 9305097
# Owner of original data: Germany - Bayerisches Landesamt für Umwelt
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1920 - 2019
# No. of years:          100
# Last update:           2021-03-03
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 1190
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1920-11-01;--:--;   -999.000;      2.458; 100
1920-12-01;--:--;   -999.000;      2.737; 100
1921-01-01;--:--;   -999.000;      2.435; 100
1921-02-01;--:--;   -999.000;      2.006; 100
1921-03-01;--:--;   -999.000;      2.665; 100
1921-04-01;--:--;   -999.000;      2.465; 100
1921-05-01;--:--;   -999.000;      6.325; 100
1921-06-01;--:--;   -999.000;      6.354; 100
1921-07-01;--:--;   -999.000;      5.487; 100
1921-08-01;--:--;   -999.000;      3.682; 100
1921-09-01;--:--;   -999.000;      4.621; 100
1921-10-01;--:--;   -999.000;      3.292; 100
1921-11-01;--:--;   -999.000;      3.180; 100
1921-12-01;--:--;   -999.000;      2.256; 100
1922-01-01;--:--;   -999.000;      2.544; 100
1922-02-01;--:--;   -999.000;      2.184; 100
1922-03-01;--:--;   -999.000;      3.161; 100
1922-04-01;--:--;   -999.000;      4.018; 100
1922-05-01;--:--;   -999.000;      8.212; 100
1922-06-01;--:--;   -999.000;     11.739; 100
1922-07-01;--:--;   -999.000;     10.777; 100
1922-08-01;--:--;   -999.000;      5.525; 100
1922-09-01;--:--;   -999.000;      8.705; 100
1922-10-01;--:--;   -999.000;      4.997; 100
1922-11-01;--:--;   -999.000;      2.651; 100
1922-12-01;--:--;   -999.000;      2.057; 100
1923-01-01;--:--;   -999.000;      1.590; 100
1923-02-01;--:--;   -999.000;      1.929; 100
1923-03-01;--:--;   -999.000;      2.325; 100
1923-04-01;--:--;   -999.000;      4.215; 100
1923-05-01;--:--;   -999.000;      5.807; 100
1923-06-01;--:--;   -999.000;      5.750; 100
1923-07-01;--:--;   -999.000;      6.774; 100
1923-08-01;--:--;   -999.000;      4.486; 100
1923-09-01;--:--;   -999.000;      2.775; 100
1923-10-01;--:--;   -999.000;      2.728; 100
1923-11-01;--:--;   -999.000;      1.711; 100
1923-12-01;--:--;   -999.000;      1.586; 100
1924-01-01;--:--;   -999.000;      1.301; 100
1924-02-01;--:--;   -999.000;      1.134; 100
1924-03-01;--:--;   -999.000;      1.782; 100
1924-04-01;--:--;   -999.000;      4.800; 100
1924-05-01;--:--;   -999.000;      6.186; 100
1924-06-01;--:--;   -999.000;      7.256; 100
1924-07-01;--:--;   -999.000;      5.758; 100
1924-08-01;--:--;   -999.000;      6.970; 100
1924-09-01;--:--;   -999.000;      4.721; 100
1924-10-01;--:--;   -999.000;      1.650; 100
1924-11-01;--:--;   -999.000;      1.380; 100
1924-12-01;--:--;   -999.000;      1.197; 100
1925-01-01;--:--;   -999.000;      1.023; 100
1925-02-01;--:--;   -999.000;      1.142; 100
1925-03-01;--:--;   -999.000;      1.174; 100
1925-04-01;--:--;   -999.000;      2.469; 100
1925-05-01;--:--;   -999.000;      7.003; 100
1925-06-01;--:--;   -999.000;      5.993; 100
1925-07-01;--:--;   -999.000;      5.882; 100
1925-08-01;--:--;   -999.000;      8.663; 100
1925-09-01;--:--;   -999.000;      5.305; 100
1925-10-01;--:--;   -999.000;      3.134; 100
1925-11-01;--:--;   -999.000;      1.977; 100
1925-12-01;--:--;   -999.000;      2.115; 100
1926-01-01;--:--;   -999.000;      2.132; 100
1926-02-01;--:--;   -999.000;      2.077; 100
1926-03-01;--:--;   -999.000;      2.449; 100
1926-04-01;--:--;   -999.000;      4.318; 100
1926-05-01;--:--;   -999.000;      4.963; 100
1926-06-01;--:--;   -999.000;     12.459; 100
1926-07-01;--:--;   -999.000;     11.977; 100
1926-08-01;--:--;   -999.000;      7.152; 100
1926-09-01;--:--;   -999.000;      3.304; 100
1926-10-01;--:--;   -999.000;      1.879; 100
1926-11-01;--:--;   -999.000;      1.481; 100
1926-12-01;--:--;   -999.000;      1.325; 100
1927-01-01;--:--;   -999.000;      1.425; 100
1927-02-01;--:--;   -999.000;      1.230; 100
1927-03-01;--:--;   -999.000;      1.710; 100
1927-04-01;--:--;   -999.000;      4.493; 100
1927-05-01;--:--;   -999.000;      6.231; 100
1927-06-01;--:--;   -999.000;      7.599; 100
1927-07-01;--:--;   -999.000;      8.722; 100
1927-08-01;--:--;   -999.000;      4.741; 100
1927-09-01;--:--;   -999.000;      5.021; 100
1927-10-01;--:--;   -999.000;      2.273; 100
1927-11-01;--:--;   -999.000;      1.655; 100
1927-12-01;--:--;   -999.000;      1.188; 100
1928-01-01;--:--;   -999.000;      1.044; 100
1928-02-01;--:--;   -999.000;      1.327; 100
1928-03-01;--:--;   -999.000;      1.101; 100
1928-04-01;--:--;   -999.000;      1.685; 100
1928-05-01;--:--;   -999.000;      4.026; 100
1928-06-01;--:--;   -999.000;      6.055; 100
1928-07-01;--:--;   -999.000;      4.502; 100
1928-08-01;--:--;   -999.000;      4.479; 100
1928-09-01;--:--;   -999.000;      4.692; 100
1928-10-01;--:--;   -999.000;      2.570; 100
1928-11-01;--:--;   -999.000;      1.823; 100
1928-12-01;--:--;   -999.000;      1.357; 100
1929-01-01;--:--;   -999.000;      1.058; 100
1929-02-01;--:--;   -999.000;      0.915; 100
1929-03-01;--:--;   -999.000;      1.490; 100
1929-04-01;--:--;   -999.000;      1.875; 100
1929-05-01;--:--;   -999.000;      4.807; 100
1929-06-01;--:--;   -999.000;      7.534; 100
1929-07-01;--:--;   -999.000;      4.221; 100
1929-08-01;--:--;   -999.000;      6.132; 100
1929-09-01;--:--;   -999.000;      2.214; 100
1929-10-01;--:--;   -999.000;      1.515; 100
1929-11-01;--:--;   -999.000;      1.800; 100
1929-12-01;--:--;   -999.000;      1.683; 100
1930-01-01;--:--;   -999.000;      1.325; 100
1930-02-01;--:--;   -999.000;      0.927; 100
1930-03-01;--:--;   -999.000;      1.235; 100
1930-04-01;--:--;   -999.000;      2.246; 100
1930-05-01;--:--;   -999.000;      6.355; 100
1930-06-01;--:--;   -999.000;      6.665; 100
1930-07-01;--:--;   -999.000;      4.908; 100
1930-08-01;--:--;   -999.000;      9.178; 100
1930-09-01;--:--;   -999.000;      3.582; 100
1930-10-01;--:--;   -999.000;      3.444; 100
1930-11-01;--:--;   -999.000;      2.728; 100
1930-12-01;--:--;   -999.000;      1.319; 100
1931-01-01;--:--;   -999.000;      0.800; 100
1931-02-01;--:--;   -999.000;      0.690; 100
1931-03-01;--:--;   -999.000;      1.143; 100
1931-04-01;--:--;   -999.000;      2.916; 100
1931-05-01;--:--;   -999.000;      7.379; 100
1931-06-01;--:--;   -999.000;     10.124; 100
1931-07-01;--:--;   -999.000;      9.729; 100
1931-08-01;--:--;   -999.000;      7.727; 100
1931-09-01;--:--;   -999.000;      5.147; 100
1931-10-01;--:--;   -999.000;      3.399; 100
1931-11-01;--:--;   -999.000;      2.420; 100
1931-12-01;--:--;   -999.000;      2.016; 100
1932-01-01;--:--;   -999.000;      1.449; 100
1932-02-01;--:--;   -999.000;      0.928; 100
1932-03-01;--:--;   -999.000;      0.976; 100
1932-04-01;--:--;   -999.000;      1.816; 100
1932-05-01;--:--;   -999.000;      4.892; 100
1932-06-01;--:--;   -999.000;      4.239; 100
1932-07-01;--:--;   -999.000;      9.932; 100
1932-08-01;--:--;   -999.000;      6.156; 100
1932-09-01;--:--;   -999.000;      3.668; 100
1932-10-01;--:--;   -999.000;      3.422; 100
1932-11-01;--:--;   -999.000;      2.758; 100
1932-12-01;--:--;   -999.000;      1.714; 100
1933-01-01;--:--;   -999.000;      1.218; 100
1933-02-01;--:--;   -999.000;      1.855; 100
1933-03-01;--:--;   -999.000;      1.888; 100
1933-04-01;--:--;   -999.000;      3.004; 100
1933-05-01;--:--;   -999.000;      6.486; 100
1933-06-01;--:--;   -999.000;      7.527; 100
1933-07-01;--:--;   -999.000;     10.596; 100
1933-08-01;--:--;   -999.000;      7.783; 100
1933-09-01;--:--;   -999.000;      4.502; 100
1933-10-01;--:--;   -999.000;      3.794; 100
1933-11-01;--:--;   -999.000;      2.196; 100
1933-12-01;--:--;   -999.000;      1.087; 100
1934-01-01;--:--;   -999.000;      0.895; 100
1934-02-01;--:--;   -999.000;      0.839; 100
1934-03-01;--:--;   -999.000;      1.146; 100
1934-04-01;--:--;   -999.000;      2.247; 100
1934-05-01;--:--;   -999.000;      3.210; 100
1934-06-01;--:--;   -999.000;      5.501; 100
1934-07-01;--:--;   -999.000;      8.766; 100
1934-08-01;--:--;   -999.000;      8.724; 100
1934-09-01;--:--;   -999.000;      6.790; 100
1934-10-01;--:--;   -999.000;      2.810; 100
1934-11-01;--:--;   -999.000;      1.798; 100
1934-12-01;--:--;   -999.000;      1.397; 100
1935-01-01;--:--;   -999.000;      1.086; 100
1935-02-01;--:--;   -999.000;      1.555; 100
1935-03-01;--:--;   -999.000;      1.754; 100
1935-04-01;--:--;   -999.000;      3.764; 100
1935-05-01;--:--;   -999.000;      5.126; 100
1935-06-01;--:--;   -999.000;      9.322; 100
1935-07-01;--:--;   -999.000;      6.499; 100
1935-08-01;--:--;   -999.000;      4.150; 100
1935-09-01;--:--;   -999.000;      3.235; 100
1935-10-01;--:--;   -999.000;      3.426; 100
1935-11-01;--:--;   -999.000;      2.156; 100
1935-12-01;--:--;   -999.000;      1.495; 100
1936-01-01;--:--;   -999.000;      1.861; 100
1936-02-01;--:--;   -999.000;      1.600; 100
1936-03-01;--:--;   -999.000;      1.759; 100
1936-04-01;--:--;   -999.000;      2.498; 100
1936-05-01;--:--;   -999.000;      4.413; 100
1936-06-01;--:--;   -999.000;      8.366; 100
1936-07-01;--:--;   -999.000;      9.266; 100
1936-08-01;--:--;   -999.000;      6.778; 100
1936-09-01;--:--;   -999.000;      4.331; 100
1936-10-01;--:--;   -999.000;      3.313; 100
1936-11-01;--:--;   -999.000;      2.726; 100
1936-12-01;--:--;   -999.000;      2.147; 100
1937-01-01;--:--;   -999.000;      1.982; 100
1937-02-01;--:--;   -999.000;      2.147; 100
1937-03-01;--:--;   -999.000;      2.493; 100
1937-04-01;--:--;   -999.000;      4.186; 100
1937-05-01;--:--;   -999.000;      6.772; 100
1937-06-01;--:--;   -999.000;      8.544; 100
1937-07-01;--:--;   -999.000;      6.530; 100
1937-08-01;--:--;   -999.000;     12.191; 100
1937-09-01;--:--;   -999.000;      6.953; 100
1937-10-01;--:--;   -999.000;      4.196; 100
1937-11-01;--:--;   -999.000;      2.673; 100
1937-12-01;--:--;   -999.000;      2.451; 100
1938-01-01;--:--;   -999.000;      2.423; 100
1938-02-01;--:--;   -999.000;      2.368; 100
1938-03-01;--:--;   -999.000;      2.903; 100
1938-04-01;--:--;   -999.000;      2.894; 100
1938-05-01;--:--;   -999.000;      5.104; 100
1938-06-01;--:--;   -999.000;      8.417; 100
1938-07-01;--:--;   -999.000;      6.718; 100
1938-08-01;--:--;   -999.000;      6.855; 100
1938-09-01;--:--;   -999.000;      5.496; 100
1938-10-01;--:--;   -999.000;      3.587; 100
1938-11-01;--:--;   -999.000;      1.473; 100
1938-12-01;--:--;   -999.000;      1.259; 100
1939-01-01;--:--;   -999.000;      1.135; 100
1939-02-01;--:--;   -999.000;      1.053; 100
1939-03-01;--:--;   -999.000;      1.419; 100
1939-04-01;--:--;   -999.000;      3.632; 100
1939-05-01;--:--;   -999.000;      5.269; 100
1939-06-01;--:--;   -999.000;     11.159; 100
1939-07-01;--:--;   -999.000;      9.130; 100
1939-08-01;--:--;   -999.000;      5.122; 100
1939-09-01;--:--;   -999.000;      5.240; 100
1939-10-01;--:--;   -999.000;      4.833; 100
1939-11-01;--:--;   -999.000;      4.207; 100
1939-12-01;--:--;   -999.000;      2.640; 100
1940-01-01;--:--;   -999.000;      3.036; 100
1940-02-01;--:--;   -999.000;      1.553; 100
1940-03-01;--:--;   -999.000;      2.748; 100
1940-04-01;--:--;   -999.000;      3.109; 100
1940-05-01;--:--;   -999.000;      5.319; 100
1940-06-01;--:--;   -999.000;      7.078; 100
1940-07-01;--:--;   -999.000;      8.538; 100
1940-08-01;--:--;   -999.000;      5.018; 100
1940-09-01;--:--;   -999.000;      5.030; 100
1940-10-01;--:--;   -999.000;      2.825; 100
1940-11-01;--:--;   -999.000;      2.173; 100
1940-12-01;--:--;   -999.000;      1.380; 100
1941-01-01;--:--;   -999.000;      0.799; 100
1941-02-01;--:--;   -999.000;      0.991; 100
1941-03-01;--:--;   -999.000;      1.565; 100
1941-04-01;--:--;   -999.000;      2.419; 100
1941-05-01;--:--;   -999.000;      3.421; 100
1941-06-01;--:--;   -999.000;      6.114; 100
1941-07-01;--:--;   -999.000;      7.913; 100
1941-08-01;--:--;   -999.000;      7.133; 100
1941-09-01;--:--;   -999.000;      5.454; 100
1941-10-01;--:--;   -999.000;      2.902; 100
1941-11-01;--:--;   -999.000;      2.708; 100
1941-12-01;--:--;   -999.000;      1.208; 100
1942-01-01;--:--;   -999.000;      0.898; 100
1942-02-01;--:--;   -999.000;      0.803; 100
1942-03-01;--:--;   -999.000;      2.064; 100
1942-04-01;--:--;   -999.000;      2.215; 100
1942-05-01;--:--;   -999.000;      5.092; 100
1942-06-01;--:--;   -999.000;      6.850; 100
1942-07-01;--:--;   -999.000;      5.403; 100
1942-08-01;--:--;   -999.000;      5.570; 100
1942-09-01;--:--;   -999.000;      2.805; 100
1942-10-01;--:--;   -999.000;      2.578; 100
1942-11-01;--:--;   -999.000;      2.615; 100
1942-12-01;--:--;   -999.000;      2.105; 100
1943-01-01;--:--;   -999.000;      1.781; 100
1943-02-01;--:--;   -999.000;      1.659; 100
1943-03-01;--:--;   -999.000;      2.668; 100
1943-04-01;--:--;   -999.000;      4.383; 100
1943-05-01;--:--;   -999.000;      4.977; 100
1943-06-01;--:--;   -999.000;      7.346; 100
1943-07-01;--:--;   -999.000;      5.036; 100
1943-08-01;--:--;   -999.000;      3.095; 100
1943-09-01;--:--;   -999.000;      2.909; 100
1943-10-01;--:--;   -999.000;      1.760; 100
1943-11-01;--:--;   -999.000;      1.148; 100
1943-12-01;--:--;   -999.000;      1.222; 100
1944-01-01;--:--;   -999.000;      0.991; 100
1944-02-01;--:--;   -999.000;      1.109; 100
1944-03-01;--:--;   -999.000;      0.939; 100
1944-04-01;--:--;   -999.000;      5.733; 100
1944-05-01;--:--;   -999.000;      5.587; 100
1944-06-01;--:--;   -999.000;      8.662; 100
1944-07-01;--:--;   -999.000;      7.307; 100
1944-08-01;--:--;   -999.000;      5.522; 100
1944-09-01;--:--;   -999.000;      3.764; 100
1944-10-01;--:--;   -999.000;      3.405; 100
1944-11-01;--:--;   -999.000;      4.026; 100
1944-12-01;--:--;   -999.000;      1.704; 100
1945-01-01;--:--;   -999.000;      1.035; 100
1945-02-01;--:--;   -999.000;      1.671; 100
1945-03-01;--:--;   -999.000;      2.892; 100
1945-04-01;--:--;   -999.000;      4.778; 100
1945-05-01;--:--;   -999.000;      5.913; 100
1945-06-01;--:--;   -999.000;      5.873; 100
1945-07-01;--:--;   -999.000;      5.090; 100
1945-08-01;--:--;   -999.000;      3.429; 100
1945-09-01;--:--;   -999.000;      4.203; 100
1945-10-01;--:--;   -999.000;      3.672; 100
1945-11-01;--:--;   -999.000;      1.825; 100
1945-12-01;--:--;   -999.000;      1.309; 100
1946-01-01;--:--;   -999.000;      1.321; 100
1946-02-01;--:--;   -999.000;      1.504; 100
1946-03-01;--:--;   -999.000;      2.209; 100
1946-04-01;--:--;   -999.000;      3.382; 100
1946-05-01;--:--;   -999.000;      3.715; 100
1946-06-01;--:--;   -999.000;      6.109; 100
1946-07-01;--:--;   -999.000;      9.804; 100
1946-08-01;--:--;   -999.000;      4.545; 100
1946-09-01;--:--;   -999.000;      3.405; 100
1946-10-01;--:--;   -999.000;      1.215; 100
1946-11-01;--:--;   -999.000;      1.283; 100
1946-12-01;--:--;   -999.000;      1.170; 100
1947-01-01;--:--;   -999.000;      1.086; 100
1947-02-01;--:--;   -999.000;      1.156; 100
1947-03-01;--:--;   -999.000;      2.425; 100
1947-04-01;--:--;   -999.000;      2.449; 100
1947-05-01;--:--;   -999.000;      3.703; 100
1947-06-01;--:--;   -999.000;      4.226; 100
1947-07-01;--:--;   -999.000;      6.227; 100
1947-08-01;--:--;   -999.000;      3.149; 100
1947-09-01;--:--;   -999.000;      2.061; 100
1947-10-01;--:--;   -999.000;      2.134; 100
1947-11-01;--:--;   -999.000;      3.330; 100
1947-12-01;--:--;   -999.000;      2.638; 100
1948-01-01;--:--;   -999.000;      3.407; 100
1948-02-01;--:--;   -999.000;      2.955; 100
1948-03-01;--:--;   -999.000;      3.928; 100
1948-04-01;--:--;   -999.000;      3.881; 100
1948-05-01;--:--;   -999.000;      5.386; 100
1948-06-01;--:--;   -999.000;      7.517; 100
1948-07-01;--:--;   -999.000;      8.142; 100
1948-08-01;--:--;   -999.000;      6.060; 100
1948-09-01;--:--;   -999.000;      3.357; 100
1948-10-01;--:--;   -999.000;      2.397; 100
1948-11-01;--:--;   -999.000;      1.992; 100
1948-12-01;--:--;   -999.000;      1.924; 100
1949-01-01;--:--;   -999.000;      1.814; 100
1949-02-01;--:--;   -999.000;      1.971; 100
1949-03-01;--:--;   -999.000;      2.240; 100
1949-04-01;--:--;   -999.000;      3.970; 100
1949-05-01;--:--;   -999.000;      4.921; 100
1949-06-01;--:--;   -999.000;      5.318; 100
1949-07-01;--:--;   -999.000;      3.933; 100
1949-08-01;--:--;   -999.000;      5.502; 100
1949-09-01;--:--;   -999.000;      3.685; 100
1949-10-01;--:--;   -999.000;      2.150; 100
1949-11-01;--:--;   -999.000;      1.931; 100
1949-12-01;--:--;   -999.000;      2.185; 100
1950-01-01;--:--;   -999.000;      1.894; 100
1950-02-01;--:--;   -999.000;      1.874; 100
1950-03-01;--:--;   -999.000;      2.484; 100
1950-04-01;--:--;   -999.000;      3.972; 100
1950-05-01;--:--;   -999.000;      6.666; 100
1950-06-01;--:--;   -999.000;      6.830; 100
1950-07-01;--:--;   -999.000;      4.733; 100
1950-08-01;--:--;   -999.000;      5.960; 100
1950-09-01;--:--;   -999.000;      4.592; 100
1950-10-01;--:--;   -999.000;      2.376; 100
1950-11-01;--:--;   -999.000;      2.192; 100
1950-12-01;--:--;   -999.000;      1.448; 100
1951-01-01;--:--;   -999.000;      1.370; 100
1951-02-01;--:--;   -999.000;      1.428; 100
1951-03-01;--:--;   -999.000;      2.080; 100
1951-04-01;--:--;   -999.000;      3.937; 100
1951-05-01;--:--;   -999.000;      5.653; 100
1951-06-01;--:--;   -999.000;      7.930; 100
1951-07-01;--:--;   -999.000;      7.815; 100
1951-08-01;--:--;   -999.000;      5.211; 100
1951-09-01;--:--;   -999.000;      3.699; 100
1951-10-01;--:--;   -999.000;      2.300; 100
1951-11-01;--:--;   -999.000;      1.989; 100
1951-12-01;--:--;   -999.000;      1.533; 100
1952-01-01;--:--;   -999.000;      1.302; 100
1952-02-01;--:--;   -999.000;      1.033; 100
1952-03-01;--:--;   -999.000;      2.545; 100
1952-04-01;--:--;   -999.000;      5.613; 100
1952-05-01;--:--;   -999.000;      5.123; 100
1952-06-01;--:--;   -999.000;      6.457; 100
1952-07-01;--:--;   -999.000;      4.614; 100
1952-08-01;--:--;   -999.000;      4.019; 100
1952-09-01;--:--;   -999.000;      4.031; 100
1952-10-01;--:--;   -999.000;      3.987; 100
1952-11-01;--:--;   -999.000;      3.359; 100
1952-12-01;--:--;   -999.000;      2.175; 100
1953-01-01;--:--;   -999.000;      1.365; 100
1953-02-01;--:--;   -999.000;      0.908; 100
1953-03-01;--:--;   -999.000;      2.100; 100
1953-04-01;--:--;   -999.000;      4.375; 100
1953-05-01;--:--;   -999.000;      6.432; 100
1953-06-01;--:--;   -999.000;      7.809; 100
1953-07-01;--:--;   -999.000;      9.120; 100
1953-08-01;--:--;   -999.000;      6.338; 100
1953-09-01;--:--;   -999.000;      3.536; 100
1953-10-01;--:--;   -999.000;      2.670; 100
1953-11-01;--:--;   -999.000;      1.565; 100
1953-12-01;--:--;   -999.000;      1.137; 100
1954-01-01;--:--;   -999.000;      1.300; 100
1954-02-01;--:--;   -999.000;      0.999; 100
1954-03-01;--:--;   -999.000;      2.277; 100
1954-04-01;--:--;   -999.000;      3.487; 100
1954-05-01;--:--;   -999.000;      7.356; 100
1954-06-01;--:--;   -999.000;      9.398; 100
1954-07-01;--:--;   -999.000;     11.999; 100
1954-08-01;--:--;   -999.000;      6.401; 100
1954-09-01;--:--;   -999.000;      5.578; 100
1954-10-01;--:--;   -999.000;      5.161; 100
1954-11-01;--:--;   -999.000;      2.607; 100
1954-12-01;--:--;   -999.000;      2.288; 100
1955-01-01;--:--;   -999.000;      2.400; 100
1955-02-01;--:--;   -999.000;      1.456; 100
1955-03-01;--:--;   -999.000;      1.915; 100
1955-04-01;--:--;   -999.000;      4.584; 100
1955-05-01;--:--;   -999.000;      7.734; 100
1955-06-01;--:--;   -999.000;      9.398; 100
1955-07-01;--:--;   -999.000;     11.442; 100
1955-08-01;--:--;   -999.000;      6.469; 100
1955-09-01;--:--;   -999.000;      5.453; 100
1955-10-01;--:--;   -999.000;      2.957; 100
1955-11-01;--:--;   -999.000;      2.432; 100
1955-12-01;--:--;   -999.000;      1.658; 100
1956-01-01;--:--;   -999.000;      1.289; 100
1956-02-01;--:--;   -999.000;      1.043; 100
1956-03-01;--:--;   -999.000;      3.564; 100
1956-04-01;--:--;   -999.000;      3.638; 100
1956-05-01;--:--;   -999.000;      5.209; 100
1956-06-01;--:--;   -999.000;      8.214; 100
1956-07-01;--:--;   -999.000;      6.352; 100
1956-08-01;--:--;   -999.000;      6.203; 100
1956-09-01;--:--;   -999.000;      5.845; 100
1956-10-01;--:--;   -999.000;      3.286; 100
1956-11-01;--:--;   -999.000;      2.301; 100
1956-12-01;--:--;   -999.000;      1.946; 100
1957-01-01;--:--;   -999.000;      1.214; 100
1957-02-01;--:--;   -999.000;      1.870; 100
1957-03-01;--:--;   -999.000;      2.441; 100
1957-04-01;--:--;   -999.000;      3.121; 100
1957-05-01;--:--;   -999.000;      3.485; 100
1957-06-01;--:--;   -999.000;      6.648; 100
1957-07-01;--:--;   -999.000;      6.312; 100
1957-08-01;--:--;   -999.000;      5.755; 100
1957-09-01;--:--;   -999.000;      2.984; 100
1957-10-01;--:--;   -999.000;      2.301; 100
1957-11-01;--:--;   -999.000;      1.485; 100
1957-12-01;--:--;   -999.000;      1.141; 100
1958-01-01;--:--;   -999.000;      1.138; 100
1958-02-01;--:--;   -999.000;      1.872; 100
1958-03-01;--:--;   -999.000;      1.568; 100
1958-04-01;--:--;   -999.000;      3.102; 100
1958-05-01;--:--;   -999.000;      6.816; 100
1958-06-01;--:--;   -999.000;      6.109; 100
1958-07-01;--:--;   -999.000;      5.765; 100
1958-08-01;--:--;   -999.000;      4.577; 100
1958-09-01;--:--;   -999.000;      3.962; 100
1958-10-01;--:--;   -999.000;      4.161; 100
1958-11-01;--:--;   -999.000;      2.844; 100
1958-12-01;--:--;   -999.000;      1.971; 100
1959-01-01;--:--;   -999.000;      1.493; 100
1959-02-01;--:--;   -999.000;      1.191; 100
1959-03-01;--:--;   -999.000;      2.125; 100
1959-04-01;--:--;   -999.000;      2.845; 100
1959-05-01;--:--;   -999.000;      4.207; 100
1959-06-01;--:--;   -999.000;      9.172; 100
1959-07-01;--:--;   -999.000;      6.261; 100
1959-08-01;--:--;   -999.000;      6.953; 100
1959-09-01;--:--;   -999.000;      2.670; 100
1959-10-01;--:--;   -999.000;      1.364; 100
1959-11-01;--:--;   -999.000;      1.169; 100
1959-12-01;--:--;   -999.000;      0.984; 100
1960-01-01;--:--;   -999.000;      1.369; 100
1960-02-01;--:--;   -999.000;      1.161; 100
1960-03-01;--:--;   -999.000;      2.423; 100
1960-04-01;--:--;   -999.000;      2.914; 100
1960-05-01;--:--;   -999.000;      5.836; 100
1960-06-01;--:--;   -999.000;      7.166; 100
